企业名称,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,初级分类,学历要求_排序,要求经验_排序,平均月薪,薪资浮动,薪资等级,企业规模,行业类型,年终奖估算
上海恒为云驰信息技术有限公司武汉分公司,IT运维工程师-J10150,上海,8000.0,15000.0,"工作职责:1. 负责公司总部和分支机构的终端和外设运维标准建立并贯彻执行。2. 负责IT资产管理运营，制定和优化资产标准制度，并贯彻和执行。3. 负责公司的终端软、硬件、外设的管理和日常运维。4. 负责用户账户和权限的运维管理。5. 负责制定、推广、优化终端IT服务，并严格贯彻和执行。6. 负责终端和外设信息管理和及时更新维护。7. 负责包括AD域控、邮件、服务器、监控、网盘等基础架构系统的日常运维，达到要求的可用性标准。8. 负责总部与各分支机构之间的网络互连的建设和运维，确保总部与各分支机构之间通讯的稳定、安全、可靠和高效。9. 负责服务器系统、网络系统、存储系统、备份系统、监控系统等的日常管理和维护，进行持续的监控和分析，改善系统性能；确保公司各系统的安全性、可靠性、可用性，达到相应的技术指标。10. 按要求提交各日常、月度、季度、年度维护报告。11. 有效执行领导委派的其他工作。
任职资格:大专以上学历，3年以上相关工作经验1.精通终端软件、硬件、外设以及在AD域环境下的运维技能。2.熟悉弱电系统集成运维管理。3.熟悉主流网络设备技能，能独立完成网络运维作业。4.熟悉主流服务器系统及功能建设。5.熟悉IT资产管理机制。",大专,5-10年,全职,通信/网络设备,4,3,11500.0,7000.0,8K-12K,大中型企业,电子硬件,3500.0
上海恒为云驰信息技术有限公司武汉分公司,系统测试工程师-J10136,上海,10000.0,15000.0,工作职责:1. 负责通信、计算产品测试，根据测试用例，执行产品系统测试和集成测试；2. 负责通信、计算产品各项性能指标的测试、分析；3. 负责通信、计算产品高低温循环等环境测试；4. 负责通信、计算产品自动化软件的测试验证，提高测试效率；5. 负责通信、计算产品替代料测试验证等相关工作；6. 对测试过程中的各种数据向研发团队提供反馈；任职资格:1. 本科及以上学历，通信、电子、计算机等相关专业，至少2年以上工作经验；2. 了解TCP/IP协议，网络通信应用等基本知识；3. 对通信产品（路由器，交换机）以及计算产品（PC，云终端）有一定程度认知；4. 具有较强的责任心，团队意识强，乐于沟通，工作态度良好。,本科,1-3年,全职,通信/网络设备,5,1,12500.0,5000.0,12K-20K,大中型企业,电子硬件,2500.0
麦格米特,PCB设计工程师,西安,8000.0,16000.0,"岗位职责:
1、 依据产品开发流程，制订产品的PCB设计方案；

2、 主导PCB设计布局，布线和评审等全过程，按时完成PCB设计任务，并保证PCB设计的质量；

3、和结构工程师一起进行PCB结构件的设计；

4、对PCB供应商提出的疑问进行必要的回复，保证PCB板的及时回货；

5、参与试制和总结，找出PCB设计问题并优化； 
任职要求:
教育背景： 大学专科学历以上

专业： 电力电子类专业

培训经历：最好有可靠性、管理类培训经历

经 验： 5年以上PCB设计经验

知 识：熟悉开关电源电路原理，熟悉LAYOUT规则，懂安规，EMI及PCB生产工艺，团队建设相关知识储备。

技 能：熟练使用Protel 99SE或ALTIUM等相关软件；

有一定电子电路知识基础，对电源产品的有较丰富经验。掌握较强的沟通技巧。

个人素质：积极向上，学习能力强；有较强的抗压能力，有原则性，能坚持自己的观点。     （来源 马克数据网）",大专,3-5年,全职,电子/半导体/集成电路,4,2,12000.0,8000.0,12K-20K,其他,电子硬件,4000.0
江苏中矿安华科技发展有限公司,高级产品经理,西安,10000.0,20000.0,"职责描述：
1.负责行业资讯收集、市场调研、竞品分析、产品试用和评估；
2.能够独立负责产品系列规划设计工作，包括需求分析、原型设计、设计文档编写等工作； 
4.能够独立完成重大客户项目产品规划设计，参与用户需求调研，需求分析评估，输出合适的项目解决方案；
5.能够跟踪产品研发落地，组织设计交底、技术讨论等工作，对产品的开发进度安排调度。

任职要求：
1.***本科及以上学历，计算机、软件工程、矿山能源等相关专业；
2.4年以上矿山能源行业或者应急行业的产品经理工作经验，具有较强的产品设计能力及一定的研发基础，具备工业自动化、矿山智能化、企业安全及应急产品设计研发经验者优先；
3.熟练使用Project、Xmind、Axure、Visio、Word、PPT等办公软件，具有扎实的产品原型设计能力，良好的用户体验感觉和人机交互设计能力；
4.较强的逻辑思维能力，领悟力强，责任心强，出色的沟通能力及协调能力，良好的团队协作精神；
5.熟悉产品管理及控制流程，对项目管理有较丰富实践经验者优先。    来自：www.macrodatas.cn",本科,3-5年,全职,计算机软件,5,2,15000.0,10000.0,12K-20K,大中型企业,IT互联网,5000.0
上海大帆准测技术有限公司,嵌入式工程师（软件/硬件）,上海,10000.0,20000.0,"岗位职责：       1、负责STM32系列嵌入式单片机的软硬件开发设计；       2、负责测试仪器设备的调试与测试；       3、撰写技术资料、文档、技术方案。       任职要求：       1、电子、电气、自动化相关专业，本科及以上，1年以上工作经验；       2、能独立完成STM32系列嵌入式单片机的软硬件开发设计；       3、熟悉Keil，CubeIDE等常用单片机开发工具，PCB制图相关软件；       4、掌握常用的调试方法和工具，如示波器、万用表、仿真器等；       5、具有良好的书面和语言表达能力，沟通能力强，心态好，能承受较大压力；       6、能适应短期出差。   薪资福利： 
  1、基本工资+工作补贴+绩效奖金等 。  2、八小时工作制+常白班+周末双休+国定假期，午休充足劳逸结合；  3、新员工入职职业培训+老员工帮带培养；  4、办公室环境好，茶水、饮料、点心 免费供应；  5、免费提供工作午餐；  6、免费提供公寓型宿舍，有效减轻来沪员工的经济支出；  7、其它福利：国定假期、年终奖、激励奖、带薪休假、团建聚餐、生日福利、节日福利等； 工作地点：上海市闵行区都会路99号 
  上海大帆，期待您的加入！",本科,1-3年,全职,仪器仪表制造,5,1,15000.0,10000.0,12K-20K,大中型企业,制造业,5000.0
北京零偏科技有限责任公司,算法工程师,北京,20000.0,40000.0,"内容： 1、导航、组合导航算法； 2、图像处理、视频处理、深度学习、三维重建； 3、基于图像的识别、检测与测量； 4、数据分析与统计； 5、其他相关算法。 
  任职要求：  1、硕士以上学历；  2、导航、控制或图像处理等相关专业；  3、导航、滤波算法、控制、优化；图像处理、三维重建、检测和识别等，善于学习新知识，具有较强的技术前瞻能力；  4、具备良好的逻辑沟通能力和解决实际问题的能力；  5、具备编程能力者优先；  6、对惯性导航为基础的组合导航、误差补偿和图像视频处理、三维重现感兴趣优先。  
     
           付出就有收获！       附注：我们是朝阳行业！技术领先！       我们是蓬勃向上的团队！广阔的晋升空间！       我们期待您的加入！",硕士,经验不限,全职,仪器仪表制造,6,5,30000.0,20000.0,30K以上,大中型企业,制造业,10000.0
陆融通达,Linuxc/C++软件工程师,北京,15000.0,25000.0,"职责描述：1、基于Linux/网卡驱动/DPDK，负责网络报文的解析、分析和统计相关开发和调试工作；
2、负责跨模块间数据交互接口设计、开发和测试；3、负责核心模块性能优化；4、负责已有功能模块的维护。
任职要求：1、本科及以上学历，计算机专业或通信工程、电子工程等计算机相关专业毕业，本科以上学历；2、2年以上Linux系统下c/c++语言编程工作经验；
3、能熟练数组、HASH、链表、二叉树等c语言数据结构；
4、有多线程、多进程编程经验；
5、有Linux性能优化经验、熟悉通信协议和应用协议、DPI/IPS/DDOS等安全产品开发经验或DPDK开发经验优先考虑；6、能吃苦，积极主动，有强烈的责任心和上进心，热爱编程，愿意学习新技术，接受挑战。
    关注微信公众号马克数据网",本科,3-5年,全职,IT服务,5,2,20000.0,10000.0,20K-30K,其他,IT互联网,5000.0
天津南开创元信息技术有限公司,对日Java开发工程师,天津,10000.0,15000.0,"岗位描述：  1. 参与公司项目的开发工作，能够独立进行系统程序开发；  2. 参与项目基本设计、详细设计、开发、测试等，了解对日开发流程；  3. 负责编写相关技术文档等。  
  任职要求：  1. 大学专科及以上学历，计算机软件相关专业毕业；  2.3年以上Java开发经验,至少掌握一种数据库应用知识  3.熟练掌握SSM框架；熟悉JavaScript、AJAX技术等；  4. 对工作有热情、积极、主动、负责；良好的沟通能力和团队合作精神；  5. 有对日开发经验者或懂日语者优先考虑；  工作地点：天津",大专,3-5年,全职,计算机软件,4,2,12500.0,5000.0,12K-20K,大中型企业,IT互联网,2500.0
山西中谷科技股份有限公司,中级嵌入式系统开发工程师,太原,6000.0,10000.0,"岗位职责：
1、熟练使用STM8、STM32、ARM等单片机，并使用其做过项目；2、精通C语言编程；3、能独立进行器件选型、原理图设计、PCB设计、调试、测试维护优化等工作，并对设计质量负责；4、对模拟射频电路、小信号调理电路熟悉，并且有搭建相关电路的经验；至少熟悉一种嵌入式RTOS，如ucos、FreeRTOS等，有嵌入式RTOS移植经验；5、有TCP/IP网络编程经验；6、有过ARM开发的工作经验。
任职要求：教育背景：年龄25-35岁，本科学历以上，特别优秀的年龄可放宽；电子工程、计算机、自动化等相关专业。工作经历：1-3年及3年以上嵌入式硬件开发经验，自主开发的上线产品者优先。综合素质：1. 具有良好的分析问题、解决问题的能力；2. 具有良好的团队意识和工作责任心；3. 工作积极主动，具备良好沟通协调能力。  
。 （来源 马克数据网）",本科,1-3年,全职,电子/半导体/集成电路,5,1,8000.0,4000.0,8K-12K,大中型企业,电子硬件,2000.0
黑龙江省中能控制工程股份有限公司,前端工程师,哈尔滨,6000.0,8000.0,1、开发公司产品PC端和移动端产品，实现业务功能和交互效果；  2、优化产品性能和前端代码质量。  3、参与产品需求讨论，进行原型、交互设计；  4、负责上线、维护前端服务；  5、负责产品设计和前端交互。,大专,1年以下,全职,电气机械/电力设备,4,0,7000.0,2000.0,5K-8K,大中型企业,制造业,1000.0
深圳市紫川软件有限公司,安全测试工程师,深圳,10000.0,20000.0,"熟悉python、pbp等语言，具有一定的编程能力，能够进行安全工具、脚本编写，安全工具开发；    熟练使用常见W.EB安全扫描工具及有基本的手动检测能力、代码审计能力；    时刻，关注最新web、应用漏洞、系统漏洞，并可以迅速掌握漏洞利用方法，能够了解漏洞原理、利用方法以及修复方法；     精通常见的0WASP TOP 10 安全漏洞及攻击技术，并深入了解漏洞原理。    具备 web应用漏洞挖掘、业务逻辑漏洞挖掘的实战经验；     熟悉android移动应用安全相关攻击和防御，能独立进行android移动应用的渗透； 能完成对常见网络流量进行安全分析；  
 薪酬福利： ●提供在行业中非常具有竞争力的薪水 ●为员工提供齐全的五险一金 ●员工俱乐部每月组织各种娱乐活动（球类活动、户外运动等） ●每年组织1次身体健康检查 ●特殊福利 全勤奖：每月全勤即享有100元全勤奖 公司年会：公司年会及丰富奖品 (特等奖价值7000元以上) 春节探亲：公司给予路费报销（广东省内350元，省外700元） 开年红包：开门红包300元 六一儿童节：有未满14周岁子女的员工，其子女可享受节日礼金 800元 端午节：员工可享受节日礼金 300元 中秋节：员工可享受节日礼金 300元、员工家属由公司统一免费邮寄豪华月饼一盒，并附员工近照一张 祝寿礼金：员工父母逢60、70、80等周岁的大寿，可享2000元祝寿礼金 生日福利：享有生日礼物一份、部门组织生日派对 结婚&生育：均享有祝贺礼金 300元 员工旅游：每年一至两次广东省内旅游机会 
 公司地",本科,3-5年,全职,计算机软件,5,2,15000.0,10000.0,12K-20K,大中型企业,IT互联网,5000.0
